loc_rowid,hostname,sy_pnum,discoverymethod,pl_orbper,pl_orbsmax,pl_bmassj,st_teff,st_mass,st_dist
10213,Kepler-1359,1,Transit,59.4969009,,,4581,0.72,614.859
10214,Kepler-1359,1,Transit,59.49686569,,,4581,0.72,614.859
10215,Kepler-1359,1,Transit,59.4970952,0.2769,,4817,0.8,614.859
10216,Kepler-1359,1,Transit,59.4970952,0.2769,,4817,0.8,614.859
10217,Kepler-1359,1,Transit,,,,4699,,614.859
10218,Kepler-1359,1,Transit,59.49786,0.286,,4652,0.88,614.859
10219,Kepler-1359,1,Transit,59.4970952,,,4709,0.78,614.859
10220,Kepler-136,2,Transit,11.57890926,0.1062,,6156,1.19,420.818
10221,Kepler-136,2,Transit,11.5789114,0.1054,,6156,1.17,420.818
10222,Kepler-136,2,Transit,11.57890926,,,6187.46,1.19,420.818
10223,Kepler-136,2,Transit,,,,6248,,420.818
10224,Kepler-136,2,Transit,11.57887967,,,6187.46,1.19,420.818
10225,Kepler-136,2,Transit,11.5789114,0.1054,,6156,1.17,420.818
10226,Kepler-136,2,Transit,11.5789114,,,6193,1.21,420.818
10227,Kepler-136,2,Transit,11.57887055,,,6187.46,1.19,420.818
10228,Kepler-136,2,Transit,11.57894,0.107,,6158,1.2,420.818
10229,Kepler-136,2,Transit,11.579,,0.062,,1.17,420.818
10230,Kepler-136,2,Transit,11.5789114,0.1054,,6156,1.17,420.818
10231,Kepler-136,2,Transit,11.5789,0.106,,6165,,420.818
10232,Kepler-136,2,Transit,16.39926461,0.134,,6156,1.19,420.818
10233,Kepler-136,2,Transit,16.399,,,,1.17,420.818
10234,Kepler-136,2,Transit,16.3992561,0.1329,,6156,1.17,420.818
10235,Kepler-136,2,Transit,16.399235,0.133,,6165,,420.818
10236,Kepler-136,2,Transit,16.3992561,0.1329,,6156,1.17,420.818
10237,Kepler-136,2,Transit,16.39926461,,,6187.46,1.19,420.818
10238,Kepler-136,2,Transit,16.39926602,,,6187.46,1.19,420.818
10239,Kepler-136,2,Transit,,,,6248,,420.818
10240,Kepler-136,2,Transit,16.3992561,,,6193,1.21,420.818
10241,Kepler-136,2,Transit,16.39926727,,,6187.46,1.19,420.818
10242,Kepler-136,2,Transit,16.39922,0.134,,6158,1.2,420.818
10243,Kepler-136,2,Transit,16.3992561,0.1329,,6156,1.17,420.818
10244,Kepler-1360,1,Transit,40.52877599,,,6680.5,1.41,1516.27
10245,Kepler-1360,1,Transit,40.5286413,0.248,,6269,1.24,1516.27
10246,Kepler-1360,1,Transit,40.5289885,,,6680.5,1.41,1516.27
10247,Kepler-1360,1,Transit,40.5286413,0.248,,6269,1.24,1516.27
10248,Kepler-1360,1,Transit,,,,6438,,1516.27
10249,Kepler-1360,1,Transit,40.52797,0.238,,6182,1.1,1516.27
10250,Kepler-1360,1,Transit,40.52965562,,,6680.5,1.41,1516.27
10251,Kepler-1360,1,Transit,40.5286413,,,6778,1.51,1516.27
10252,Kepler-1360,1,Transit,40.5289885,0.2866,,6443,1.91,1516.27
10253,Kepler-1360,1,Transit,40.5286413,0.248,,6269,1.24,1516.27
10254,Kepler-1361,1,Transit,3.57554956,0.0431,,5213,0.83,389.143
10255,Kepler-1361,1,Transit,3.57554956,,,5131,0.83,389.143
10256,Kepler-1361,1,Transit,3.57555025,,,5025.35,0.84,389.143
10257,Kepler-1361,1,Transit,3.57554956,0.0431,,5213,0.83,389.143
10258,Kepler-1361,1,Transit,3.57551429,,,5025.35,0.84,389.143
10259,Kepler-1361,1,Transit,,,,5037,,389.143
10260,Kepler-1361,1,Transit,3.575547,0.042,,5122,0.76,389.143
10261,Kepler-1361,1,Transit,3.57551429,0.0431,,5213,0.83,389.143
10262,Kepler-1361,1,Transit,3.57554956,0.0431,,5213,0.83,389.143
10263,Kepler-1362,1,Transit,,,,4651,,731.298
10264,Kepler-1362,1,Transit,136.205112,0.4626,,4648,0.71,731.298
10265,Kepler-1362,1,Transit,136.2056393,,,4654,0.74,731.298
10266,Kepler-1362,1,Transit,136.2051952,,,4654,0.74,731.298
10267,Kepler-1362,1,Transit,136.205626,0.46,,4650,0.7,731.298
10268,Kepler-1362,1,Transit,136.2053,0.457,,4786,0.69,731.298
10269,Kepler-1362,1,Transit,136.205626,,,4857,0.8,731.298
10270,Kepler-1362,1,Transit,136.205626,0.46,,4650,0.7,731.298
10271,Kepler-1362,1,Transit,136.205112,,,4654,0.74,731.298
10272,Kepler-1362,1,Transit,136.205626,0.46,,4650,0.7,731.298
10273,Kepler-1363,1,Transit,2.941938,0.036,,4863,0.7,541.714
10274,Kepler-1363,1,Transit,,,,4888,,541.714
10275,Kepler-1363,1,Transit,2.94194296,,,4612.69,0.73,541.714
10276,Kepler-1363,1,Transit,2.94194407,,,4612.69,0.73,541.714
10277,Kepler-1363,1,Transit,2.94194296,0.0363,,4901,0.73,541.714
10278,Kepler-1363,1,Transit,2.94194094,,,4839,0.76,541.714
10279,Kepler-1363,1,Transit,2.94194094,0.0363,,4901,0.73,541.714
10280,Kepler-1363,1,Transit,2.94194094,0.0363,,4901,0.73,541.714
10281,Kepler-1363,1,Transit,2.94194094,0.0363,,4901,0.73,541.714
10282,Kepler-1364,1,Transit,13.32191461,0.1284,,6995,1.58,1056.9
10283,Kepler-1364,1,Transit,13.32269713,,,,,1056.9
10284,Kepler-1364,1,Transit,13.32191461,,,,,1056.9
10285,Kepler-1364,1,Transit,13.32196237,0.1231,,6982,1.41,1056.9
10286,Kepler-1364,1,Transit,13.32196237,0.1231,,6982,1.41,1056.9
10287,Kepler-1364,1,Transit,13.32196237,0.1231,,6982,1.41,1056.9
10288,Kepler-1364,1,Transit,13.32191,0.122,,7007,1.37,1056.9
10289,Kepler-1364,1,Transit,13.32196237,,,6805,1.49,1056.9
10290,Kepler-1364,1,Transit,13.32180036,,,,,1056.9
10291,Kepler-1365,2,Transit,,,,5700,,840.128
10292,Kepler-1365,2,Transit,7.69993485,,,5770,1,840.128
10293,Kepler-1365,2,Transit,7.699939,0.075,,5789,0.96,840.128
10294,Kepler-1365,2,Transit,7.69994466,,,5646.27,1,840.128
10295,Kepler-1365,2,Transit,7.69993485,0.0768,,5831,1.02,840.128
10296,Kepler-1365,2,Transit,7.69994466,0.075,,5727,0.95,840.128
10297,Kepler-1365,2,Transit,7.69993485,0.0768,,5831,1.02,840.128
10298,Kepler-1365,2,Transit,7.69993485,0.0768,,5831,1.02,840.128
10299,Kepler-1365,2,Transit,7.6997891,,,5646.27,1,840.128
10300,Kepler-1365,2,Transit,4.77466043,,,5646.27,1,840.128
10301,Kepler-1365,2,Transit,,,,5700,,840.128
10302,Kepler-1365,2,Transit,4.77468005,0.0558,,5831,1.02,840.128
10303,Kepler-1365,2,Transit,4.77469244,,,5646.27,1,840.128
10304,Kepler-1365,2,Transit,4.77468005,,,5770,1,840.128
10305,Kepler-1365,2,Transit,4.77468005,0.0558,,5831,1.02,840.128
10306,Kepler-1365,2,Transit,4.77468005,0.0558,,5831,1.02,840.128
10307,Kepler-1365,2,Transit,4.77466043,0.0545,,5727,0.95,840.128
10308,Kepler-1365,2,Transit,4.774656,0.055,,5789,0.96,840.128
10309,Kepler-1366,1,Transit,2.16457097,,,4070,0.62,465.826
10310,Kepler-1366,1,Transit,2.16457059,,,3934,0.65,465.826
10311,Kepler-1366,1,Transit,2.16457097,0.0269,,3900,0.55,465.826
10312,Kepler-1366,1,Transit,2.1645503,0.027,,4025,0.54,465.826
10313,Kepler-1366,1,Transit,2.16457073,,,3934,0.65,465.826
10314,Kepler-1366,1,Transit,2.16457097,0.0269,,3900,0.55,465.826
10315,Kepler-1366,1,Transit,2.16457097,0.0269,,3900,0.55,465.826
10316,Kepler-1366,1,Transit,,,,3943,,465.826
10317,Kepler-1366,1,Transit,2.16457059,0.0273,,3941,0.58,465.826
10318,Kepler-1367,1,Transit,1.57409027,0.022,,3954,0.57,401.484
10319,Kepler-1367,1,Transit,1.57408483,,,4015,0.63,401.484
10320,Kepler-1367,1,Transit,1.57409027,0.022,,3954,0.57,401.484
10321,Kepler-1367,1,Transit,1.57409032,0.0236,,4313,0.73,401.484
10322,Kepler-1367,1,Transit,1.57409027,0.022,,3954,0.57,401.484
10323,Kepler-1367,1,Transit,1.57409027,,,4106,0.62,401.484
10324,Kepler-1367,1,Transit,1.5740872,0.022,,4121,0.56,401.484
10325,Kepler-1367,1,Transit,,,,4342,,401.484
10326,Kepler-1367,1,Transit,1.57409032,,,4015,0.63,401.484
10327,Kepler-1368,1,Transit,0.6756504,,,5632,1,1635.82
10328,Kepler-1368,1,Transit,0.67564949,,,5906,1.07,1635.82
10329,Kepler-1368,1,Transit,0.675649,0.015,,5718,1.05,1635.82
10330,Kepler-1368,1,Transit,0.67564949,0.0153,,5966,1.05,1635.82
10331,Kepler-1368,1,Transit,,,,5983,,1635.82
10332,Kepler-1368,1,Transit,0.67564949,0.0153,,5966,1.05,1635.82
10333,Kepler-1368,1,Transit,0.67564949,0.0153,,5966,1.05,1635.82
10334,Kepler-1368,1,Transit,0.6756504,0.0153,,5966,1.05,1635.82
10335,Kepler-1368,1,Transit,0.67564698,,,5632,1,1635.82
10336,Kepler-1369,1,Transit,25.8730914,0.1741,,6036,1.05,1236.56
10337,Kepler-1369,1,Transit,25.873148,0.1741,,6036,1.05,1236.56
10338,Kepler-1369,1,Transit,,,,6037,,1236.56
10339,Kepler-1369,1,Transit,25.8730914,,,5679,1.01,1236.56
10340,Kepler-1369,1,Transit,25.87300144,,,5679,1.01,1236.56
10341,Kepler-1369,1,Transit,25.873148,,,5761,0.99,1236.56
10342,Kepler-1369,1,Transit,25.87333,0.171,,5987,1,1236.56
10343,Kepler-1369,1,Transit,25.873148,0.1741,,6036,1.05,1236.56
10344,Kepler-1369,1,Transit,25.873148,0.1741,,6036,1.05,1236.56
10345,Kepler-1369,1,Transit,25.87293578,,,5679,1.01,1236.56
10346,Kepler-137,2,Transit,8.43639364,0.0786,,5343,0.91,302.979
10347,Kepler-137,2,Transit,8.43639364,0.0786,,5343,0.91,302.979
10348,Kepler-137,2,Transit,8.43639364,,,5268,0.87,302.979
10349,Kepler-137,2,Transit,8.436387,0.077,,5187,,302.979
10350,Kepler-137,2,Transit,,,,5237,,302.979
10351,Kepler-137,2,Transit,8.43640661,,,5265,0.9,302.979
10352,Kepler-137,2,Transit,8.43639829,,,5265,0.9,302.979
10353,Kepler-137,2,Transit,8.43638723,,,5265,0.9,302.979
10354,Kepler-137,2,Transit,8.436404,0.079,,5348,0.91,302.979
10355,Kepler-137,2,Transit,8.43639829,0.0757,,5188,0.81,302.979
10356,Kepler-137,2,Transit,8.43639364,0.0786,,5343,0.91,302.979
10357,Kepler-137,2,Transit,18.73575579,,,5268,0.87,302.979
10358,Kepler-137,2,Transit,18.73574869,,,5265,0.9,302.979
10359,Kepler-137,2,Transit,18.73577127,0.1289,,5188,0.81,302.979
10360,Kepler-137,2,Transit,18.735753,0.13,,5187,,302.979
10361,Kepler-137,2,Transit,,,,5237,,302.979
10362,Kepler-137,2,Transit,18.73577127,,,5265,0.9,302.979
10363,Kepler-137,2,Transit,18.73575579,0.1337,,5343,0.91,302.979
10364,Kepler-137,2,Transit,18.73575579,0.1337,,5343,0.91,302.979
10365,Kepler-137,2,Transit,18.73575579,0.1337,,5343,0.91,302.979
10366,Kepler-137,2,Transit,18.735721,0.134,,5348,0.91,302.979
10367,Kepler-1370,2,Transit,20.2641684,0.1563,,6292,1.25,1004.1
10368,Kepler-1370,2,Transit,,,,6190,,1004.1
10369,Kepler-1370,2,Transit,20.26427,0.15,,6234,1.1,1004.1
10370,Kepler-1370,2,Transit,20.2642023,,,6212.47,1.2,1004.1
10371,Kepler-1370,2,Transit,20.2641684,0.1563,,6292,1.25,1004.1
10372,Kepler-1370,2,Transit,20.26416001,,,6212.47,1.2,1004.1
10373,Kepler-1370,2,Transit,20.2641684,,,6202,1.19,1004.1
10374,Kepler-1370,2,Transit,20.2641684,0.1563,,6292,1.25,1004.1
10375,Kepler-1370,2,Transit,20.26432427,,,6212.47,1.2,1004.1
10376,Kepler-1370,2,Transit,20.2642023,0.1495,,5937,1.08,1004.1
10377,Kepler-1370,2,Transit,7.44142113,0.0801,,6292,1.25,1004.1
10378,Kepler-1370,2,Transit,7.44127195,,,6212.47,1.2,1004.1
10379,Kepler-1370,2,Transit,7.44136102,,,6212.47,1.2,1004.1
10380,Kepler-1370,2,Transit,7.44136102,0.0767,,5937,1.08,1004.1
10381,Kepler-1370,2,Transit,7.44142113,,,6202,1.19,1004.1
10382,Kepler-1370,2,Transit,7.44142113,0.0801,,6292,1.25,1004.1
10383,Kepler-1370,2,Transit,7.44142113,0.0801,,6292,1.25,1004.1
10384,Kepler-1370,2,Transit,,,,6190,,1004.1
10385,Kepler-1370,2,Transit,7.441406,0.077,,6234,1.1,1004.1
10386,Kepler-1371,2,Transit,3.4462039,0.0393,,5374,0.68,515.334
10387,Kepler-1371,2,Transit,3.4462039,,,5361,0.87,515.334
10388,Kepler-1371,2,Transit,3.4462039,0.0393,,5374,0.68,515.334
10389,Kepler-1371,2,Transit,3.4462039,0.0393,,5374,0.68,515.334
10390,Kepler-1371,2,Transit,3.4462125,0.0393,,5374,0.68,515.334
10391,Kepler-1371,2,Transit,,,,5260,,515.334
10392,Kepler-1371,2,Transit,3.44616644,,,5378.93,0.93,515.334
10393,Kepler-1371,2,Transit,3.446207,0.042,,5464,0.84,515.334
10394,Kepler-1371,2,Transit,3.4462125,,,5378.93,0.93,515.334
10395,Kepler-1371,2,Transit,2.00541429,,,5378.93,0.93,515.334
10396,Kepler-1371,2,Transit,,,,5260,,515.334
10397,Kepler-1371,2,Transit,2.005409,0.029,,5464,0.84,515.334
10398,Kepler-1371,2,Transit,2.00541269,0.0274,,5374,0.68,515.334
10399,Kepler-1371,2,Transit,2.00541269,0.0274,,5374,0.68,515.334
10400,Kepler-1371,2,Transit,2.00541269,,,5361,0.87,515.334
10401,Kepler-1371,2,Transit,2.00541269,0.0274,,5374,0.68,515.334
10402,Kepler-1371,2,Transit,2.00541429,0.0274,,5374,0.68,515.334
10403,Kepler-1372,1,Transit,1.31156295,,,5567,0.98,1303.22
10404,Kepler-1372,1,Transit,1.31155891,,,5567,0.98,1303.22
10405,Kepler-1372,1,Transit,1.31155557,0.024,,5926,1.07,1303.22
10406,Kepler-1372,1,Transit,1.31155557,0.024,,5926,1.07,1303.22
10407,Kepler-1372,1,Transit,1.31155891,0.024,,5926,1.07,1303.22
10408,Kepler-1372,1,Transit,1.31155557,0.024,,5926,1.07,1303.22
10409,Kepler-1372,1,Transit,1.31155557,,,5677,0.98,1303.22
10410,Kepler-1372,1,Transit,,,,5928,,1303.22
10411,Kepler-1372,1,Transit,1.3115613,0.023,,5870,1,1303.22
10412,Kepler-1373,1,Transit,1.29123901,,,6336,1.25,1699.46
10413,Kepler-1373,1,Transit,1.29123275,0.0239,,6341,1.08,1699.46
10414,Kepler-1373,1,Transit,,,,6280,,1699.46
10415,Kepler-1373,1,Transit,1.29123275,0.0239,,6341,1.08,1699.46
10416,Kepler-1373,1,Transit,1.29123275,,,6299,1.22,1699.46
10417,Kepler-1373,1,Transit,1.29123308,,,6336,1.25,1699.46
10418,Kepler-1373,1,Transit,1.2912458,0.024,,6376,1.16,1699.46
10419,Kepler-1373,1,Transit,1.29123308,0.0242,,6384,1.13,1699.46
10420,Kepler-1373,1,Transit,1.29123275,0.0239,,6341,1.08,1699.46
10421,Kepler-1374,1,Transit,10.65276707,0.0918,,5614,0.91,1078.46
10422,Kepler-1374,1,Transit,10.65276707,,,5323,0.85,1078.46
10423,Kepler-1374,1,Transit,10.65276707,0.0918,,5614,0.91,1078.46
10424,Kepler-1374,1,Transit,10.65275054,,,5319,0.92,1078.46
10425,Kepler-1374,1,Transit,10.652797,0.092,,5392,0.92,1078.46
10426,Kepler-1374,1,Transit,10.65276707,0.0918,,5614,0.91,1078.46
10427,Kepler-1374,1,Transit,,,,5607,,1078.46
10428,Kepler-1374,1,Transit,10.65292573,,,5319,0.92,1078.46
10429,Kepler-1374,1,Transit,10.65279281,,,5319,0.92,1078.46
10430,Kepler-1374,1,Transit,10.65275054,0.0918,,5602,0.91,1078.46
10431,Kepler-1375,1,Transit,3.30040818,0.0471,,6333,1.28,1430.84
10432,Kepler-1375,1,Transit,3.30045211,,,6535.29,1.35,1430.84
10433,Kepler-1375,1,Transit,3.3004192,0.0445,,6277,1.07,1430.84
10434,Kepler-1375,1,Transit,3.3004192,0.0445,,6277,1.07,1430.84
10435,Kepler-1375,1,Transit,,,,6335,,1430.84
10436,Kepler-1375,1,Transit,3.3004192,0.0445,,6277,1.07,1430.84
10437,Kepler-1375,1,Transit,3.300426,0.045,,6260,1.12,1430.84
10438,Kepler-1375,1,Transit,3.30040818,,,6535.29,1.35,1430.84
10439,Kepler-1375,1,Transit,3.3004192,,,6704,1.47,1430.84
10440,Kepler-1376,1,Transit,5.30880656,,,5659,0.98,868.056
10441,Kepler-1376,1,Transit,5.308774,0.059,,5880,0.98,868.056
10442,Kepler-1376,1,Transit,5.30873978,,,5528,0.97,868.056
10443,Kepler-1376,1,Transit,5.30878648,,,5528,0.97,868.056
10444,Kepler-1376,1,Transit,,,,5911,,868.056
10445,Kepler-1376,1,Transit,5.30873978,0.0598,,5914,1.01,868.056
10446,Kepler-1376,1,Transit,5.30880656,0.0598,,5914,1.01,868.056
10447,Kepler-1376,1,Transit,5.30880656,0.0598,,5914,1.01,868.056
10448,Kepler-1376,1,Transit,5.30880656,0.0598,,5914,1.01,868.056
10449,Kepler-1377,1,Transit,0.74092929,,,5271,0.9,1146.1
10450,Kepler-1377,1,Transit,0.74092842,0.0153,,5618,0.87,1146.1
10451,Kepler-1377,1,Transit,0.7409258,0.015,,5613,0.89,1146.1
10452,Kepler-1377,1,Transit,0.74092842,0.0153,,5618,0.87,1146.1
10453,Kepler-1377,1,Transit,0.74092842,,,5218,0.86,1146.1
10454,Kepler-1377,1,Transit,0.74092636,0.0153,,5618,0.87,1146.1
10455,Kepler-1377,1,Transit,0.74092842,0.0153,,5618,0.87,1146.1
10456,Kepler-1377,1,Transit,0.74092636,,,5271,0.9,1146.1
10457,Kepler-1378,1,Transit,11.95397791,,,4262,0.67,506.434
10458,Kepler-1378,1,Transit,,,,4353,,506.434
10459,Kepler-1378,1,Transit,11.95401876,,,4262,0.67,506.434
10460,Kepler-1378,1,Transit,11.95398936,,,4407,0.7,506.434
10461,Kepler-1378,1,Transit,11.954051,0.088,,4187,0.63,506.434
10462,Kepler-1378,1,Transit,11.95401876,0.0885,,4359,0.65,506.434
10463,Kepler-1378,1,Transit,11.95396311,,,4262,0.67,506.434
10464,Kepler-1378,1,Transit,11.95398936,0.0885,,4359,0.65,506.434
10465,Kepler-1378,1,Transit,11.95398936,0.0885,,4359,0.65,506.434
10466,Kepler-1378,1,Transit,11.95398936,0.0885,,4359,0.65,506.434
10467,Kepler-1379,1,Transit,0.8818394,0.018,,5068,0.92,971.325
10468,Kepler-1379,1,Transit,,,,5266,,971.325
10469,Kepler-1379,1,Transit,0.88184115,0.0171,,5260,0.86,971.325
10470,Kepler-1379,1,Transit,0.88184263,,,5201.9,0.88,971.325
10471,Kepler-1379,1,Transit,0.88184115,0.0171,,5260,0.86,971.325
10472,Kepler-1379,1,Transit,0.88184115,,,5188,0.83,971.325
10473,Kepler-1379,1,Transit,0.88184263,0.0171,,5268,0.87,971.325
10474,Kepler-1379,1,Transit,0.8818403,,,5201.9,0.88,971.325
10475,Kepler-1379,1,Transit,0.88184115,0.0171,,5260,0.86,971.325
10476,Kepler-138,3,Transit,10.3126,,0.00021,3841,0.52,66.8624
10477,Kepler-138,3,Transit,10.312364,0.077,,4079,,66.8624
10478,Kepler-138,3,Transit,10.31320643,0.0746,,3841,0.52,66.8624
10479,Kepler-138,3,Transit,10.31320643,0.0746,,3841,0.52,66.8624
10480,Kepler-138,3,Transit,10.31320643,0.0746,,3841,0.52,66.8624
10481,Kepler-138,3,Transit,,,,3871,0.59,66.8624
10482,Kepler-138,3,Transit,10.31282204,,,3880,0.54,66.8624
10483,Kepler-138,3,Transit,10.312,,0.002,,0.59,66.8624
10484,Kepler-138,3,Transit,10.31368,0.076,0.00059,,0.55,66.8624
10485,Kepler-138,3,Transit,10.31282204,0.0739,,3846,0.51,66.8624
10486,Kepler-138,3,Transit,,,,3847,,66.8624
10487,Kepler-138,3,Transit,10.3132068,,,3726,0.47,66.8624
10488,Kepler-138,3,Transit,10.31202,0.075,,3900,0.53,66.8624
10489,Kepler-138,3,Transit,10.31320643,,,3809,0.56,66.8624
10490,Kepler-138,3,Transit,13.7813,,0.0062,3841,0.52,66.8624
10491,Kepler-138,3,Transit,13.78110068,,,3880,0.54,66.8624
10492,Kepler-138,3,Transit,13.7810915,,,3880,0.54,66.8624
10493,Kepler-138,3,Transit,13.78109344,,,3809,0.56,66.8624
10494,Kepler-138,3,Transit,13.78109344,0.0905,,3841,0.52,66.8624
10495,Kepler-138,3,Transit,13.78109471,,,3880,0.54,66.8624
10496,Kepler-138,3,Transit,,,,3871,0.59,66.8624
10497,Kepler-138,3,Transit,13.78104973,0.0906,,3841,0.52,66.8624
10498,Kepler-138,3,Transit,13.78110882,,,3726,0.47,66.8624
10499,Kepler-138,3,Transit,13.78164,,0.012,3871,0.57,66.8624
10500,Kepler-138,3,Transit,13.781,,0.005,,0.59,66.8624
10501,Kepler-138,3,Transit,13.781564,0.0922,0.01636,,0.55,66.8624
10502,Kepler-138,3,Transit,13.78109344,0.0905,,3841,0.52,66.8624
10503,Kepler-138,3,Transit,13.78109471,0.0896,,3846,0.51,66.8624
10504,Kepler-138,3,Transit,13.78109344,0.0905,,3841,0.52,66.8624
10505,Kepler-138,3,Transit,13.781052,0.091,,3900,0.53,66.8624
10506,Kepler-138,3,Transit,,,,3847,,66.8624
10507,Kepler-138,3,Transit,23.0881,,0.00201,3841,0.52,66.8624
10508,Kepler-138,3,Transit,23.08898875,,,3880,0.54,66.8624
10509,Kepler-138,3,Transit,23.08901839,0.1277,,3841,0.52,66.8624
10510,Kepler-138,3,Transit,23.0904007,0.12781,,3841,0.52,66.8624
10511,Kepler-138,3,Transit,23.089447,0.128,,3900,0.53,66.8624
10512,Kepler-138,3,Transit,,,,3871,0.59,66.8624
10513,Kepler-138,3,Transit,23.0889203,,,3726,0.47,66.8624
10514,Kepler-138,3,Transit,23.08902241,,,3880,0.54,66.8624
10515,Kepler-138,3,Transit,23.08902241,0.1264,,3846,0.51,66.8624
10516,Kepler-138,3,Transit,,,,3847,,66.8624
10517,Kepler-138,3,Transit,23.08901839,0.1277,,3841,0.52,66.8624
10518,Kepler-138,3,Transit,23.08901839,0.1277,,3841,0.52,66.8624
10519,Kepler-138,3,Transit,23.08901839,,,3809,0.56,66.8624
10520,Kepler-138,3,Transit,23.08933,,0.003,3871,0.57,66.8624
10521,Kepler-138,3,Transit,23.09302,0.1301,0.00368,,0.55,66.8624
10522,Kepler-1380,1,Transit,10.31054141,,,5324,0.92,2462.94
10523,Kepler-1380,1,Transit,10.310531,0.09,,5669,0.93,2462.94
10524,Kepler-1380,1,Transit,,,,5707,,2462.94
10525,Kepler-1380,1,Transit,10.3108245,0.0917,,5708,0.97,2462.94
10526,Kepler-1380,1,Transit,10.3108232,,,5324,0.92,2462.94
10527,Kepler-1380,1,Transit,10.3108245,0.0917,,5708,0.97,2462.94
10528,Kepler-1380,1,Transit,10.3108245,0.0917,,5708,0.97,2462.94
10529,Kepler-1380,1,Transit,10.3108232,0.0917,,5708,0.97,2462.94
10530,Kepler-1380,1,Transit,10.3108245,,,5570,0.96,2462.94
10531,Kepler-1381,1,Transit,25.3842686,,,5747,0.96,1197.04
10532,Kepler-1381,1,Transit,25.384175,,,5672,1.01,1197.04
10533,Kepler-1381,1,Transit,25.38413,0.173,,6119,1.08,1197.04
10534,Kepler-1381,1,Transit,,,,6138,,1197.04
10535,Kepler-1381,1,Transit,25.38408965,,,5672,1.01,1197.04
10536,Kepler-1381,1,Transit,25.384175,0.1728,,6137,1.07,1197.04
10537,Kepler-1381,1,Transit,25.3842686,0.1728,,6137,1.07,1197.04
10538,Kepler-1381,1,Transit,25.3842686,0.1728,,6137,1.07,1197.04
10539,Kepler-1381,1,Transit,25.38403338,,,5672,1.01,1197.04
10540,Kepler-1381,1,Transit,25.3842686,0.1728,,6137,1.07,1197.04
10541,Kepler-1382,1,Transit,16.3583482,0.1404,,6133,1.38,738.261
10542,Kepler-1382,1,Transit,16.3583055,0.1307,,6046,1.11,738.261
10543,Kepler-1382,1,Transit,16.3583055,,,6161,1.36,738.261
10544,Kepler-1382,1,Transit,16.35834,0.127,,5983,1.03,738.261
10545,Kepler-1382,1,Transit,,,,6139,,738.261
10546,Kepler-1382,1,Transit,16.3583055,0.1307,,6046,1.11,738.261
10547,Kepler-1382,1,Transit,16.35824749,,,6054,1.13,738.261
10548,Kepler-1382,1,Transit,16.3583055,0.1307,,6046,1.11,738.261
10549,Kepler-1382,1,Transit,16.3583482,,,6054,1.13,738.261
10550,Kepler-1383,1,Transit,13.9093583,0.1107,,6279,0.93,1027.21
10551,Kepler-1383,1,Transit,13.9093583,0.1107,,6279,0.93,1027.21
10552,Kepler-1383,1,Transit,13.9095,0.119,,6327,1.16,1027.21
10553,Kepler-1383,1,Transit,13.90910812,,,6139.23,1.16,1027.21
10554,Kepler-1383,1,Transit,,,,6093,,1027.21
10555,Kepler-1383,1,Transit,13.9093583,,,6370,1.26,1027.21
10556,Kepler-1383,1,Transit,13.9093544,0.1179,,6052,1.13,1027.21
10557,Kepler-1383,1,Transit,13.9093544,,,6139.23,1.16,1027.21
10558,Kepler-1383,1,Transit,13.9093583,0.1107,,6279,0.93,1027.21
10559,Kepler-1384,1,Transit,15.36262753,0.1126,,5011,0.81,
10560,Kepler-1384,1,Transit,15.36262753,0.1126,,5011,0.81,
10561,Kepler-1384,1,Transit,15.36262753,0.1126,,5011,0.81,
10562,Kepler-1384,1,Transit,15.3626052,0.1126,,5011,0.81,
10563,Kepler-1384,1,Transit,15.36254,0.117,,4828,0.91,
10564,Kepler-1384,1,Transit,15.3626052,,,,,
10565,Kepler-1384,1,Transit,15.3626251,,,,,
10566,Kepler-1384,1,Transit,15.36262753,,,4919,0.78,
10567,Kepler-1384,1,Transit,15.36254609,,,,,
10568,Kepler-1385,1,Transit,2.88879862,0.039,,5751,0.94,688.795
10569,Kepler-1385,1,Transit,,,,5727,,688.795
10570,Kepler-1385,1,Transit,2.888796,0.039,,5739,0.96,688.795
10571,Kepler-1385,1,Transit,2.88878583,0.0415,,5696,1.14,688.795
10572,Kepler-1385,1,Transit,2.88879862,,,5732,1.15,688.795
10573,Kepler-1385,1,Transit,2.88879862,0.039,,5751,0.94,688.795
10574,Kepler-1385,1,Transit,2.88878583,,,5566.33,0.98,688.795
10575,Kepler-1385,1,Transit,2.88880143,,,5566.33,0.98,688.795
10576,Kepler-1385,1,Transit,2.88879862,0.039,,5751,0.94,688.795
10577,Kepler-1386,1,Transit,6.73998206,,,5562,0.98,835.882
